Topic,Year,Source,Top_15_Words
Topic_8,1922,ILR,"price, cost, store, company, result, stock, industry, method, product, sale, increase, production, show, operation, year"
Topic_8,1927,Shared,"price, cost, sale, company, year, increase, production, case, period, department, rate, change, total, work, public"
Topic_8,1927,COHA,"price, cost, sale, year, company, increase, production, case, department, period, rate, change, public, man, total"
Topic_8,1927,HBR,"price, sale, company, cost, increase, corporation, production, rate, year, period, department, capital, case, change, total"
Topic_8,1927,ILR,"price, cost, increase, production, year, period, case, sale, rate, industry, work, company, total, change, system"
Topic_8,1932,Shared,"price, expense, increase, rate, show, method, capital, deposit, result, sheet, total, volume, change, cost, industry"
Topic_8,1932,COHA,"price, expense, rate, increase, show, method, capital, result, cost, total, change, industry, volume, demand, company"
Topic_8,1932,HBR,"price, expense, sheet, deposit, rate, purchase, dividend, increase, company, method, capital, volume, show, cost, bank"
Topic_8,1932,ILR,"price, increase, rate, show, industry, method, result, expense, total, change, work, demand, cost, capital, production"
Topic_8,1937,Shared,"price, cost, capital, increase, company, market, rate, demand, bank, product, production, small, year, result, purchase"
Topic_8,1937,COHA,"price, cost, capital, company, increase, market, rate, bank, demand, small, year, product, production, result, sale"
Topic_8,1937,HBR,"price, cost, company, capital, sale, bank, purchase, market, product, increase, rate, demand, stock, small, production"
Topic_8,1937,ILR,"price, cost, increase, capital, rate, demand, market, production, industry, company, result, income, year, bank, product"
Topic_8,1942,Shared,"industry, control, increase, year, period, saving, low, work, price, cost, result, individual, government, tax, man"
Topic_8,1942,COHA,"industry, control, year, increase, period, saving, price, man, government, work, low, cost, tax, result, individual"
Topic_8,1942,HBR,"price, saving, control, purchase, industry, cost, profit, tax, increase, company, period, management, low, volume, commodity"
Topic_8,1942,ILR,"industry, increase, period, work, year, control, price, cost, result, low, effect, saving, supply, method, government"
Topic_8,1947,Shared,"profit, sale, management, company, dead, capital, cost, price, method, program, market, bank, year, end, individual"
Topic_8,1947,COHA,"profit, sale, company, management, dead, capital, cost, price, program, year, method, end, market, bank, film"
Topic_8,1947,HBR,"profit, sale, dead, company, price, management, cost, capital, conrad, bank, method, exam, sell, corporation, bead"
Topic_8,1947,ILR,"profit, cost, price, management, sale, capital, year, method, company, increase, program, industry, market, result, group"
Topic_8,1952,Shared,"management, price, company, cost, stock, production, job, market, increase, plan, change, equipment, work, result, industry"
Topic_8,1952,COHA,"management, price, company, cost, stock, production, job, market, plan, change, increase, equipment, work, result, industry"
Topic_8,1952,HBR,"management, price, company, stock, cost, product, market, equipment, production, sale, investment, plan, change, increase, operation"
Topic_8,1952,ILR,"management, price, cost, production, increase, work, industry, job, company, change, market, plan, result, low, level"
Topic_8,1957,Shared,"cost, management, method, investment, profit, man, increase, company, sale, result, year, production, price, small, change"
Topic_8,1957,COHA,"cost, management, method, man, profit, investment, company, increase, sale, year, result, price, small, production, change"
Topic_8,1957,HBR,"cost, management, profit, sale, company, investment, method, price, increase, result, man, production, dividend, purchase, market"
Topic_8,1957,ILR,"cost, method, increase, management, investment, man, result, production, year, profit, work, policy, price, change, small"
Topic_8,1962,Shared,"company, management, product, market, cost, system, approach, manager, control, change, investment, division, profit, engineer, program"
Topic_8,1962,COHA,"company, management, product, market, cost, system, manager, approach, control, change, investment, division, price, profit, program"
Topic_8,1962,HBR,"company, management, product, cost, market, manager, profit, investment, price, approach, division, sale, control, sell, stock"
Topic_8,1962,ILR,"company, management, market, cost, product, system, work, change, approach, production, job, control, investment, increase, program"
Topic_8,1967,Shared,"management, cost, company, decision, project, investment, change, product, system, manager, develop, plan, organization, concept, analysis"
Topic_8,1967,COHA,"management, cost, company, decision, change, project, system, investment, product, manager, plan, develop, organization, program, job"
Topic_8,1967,HBR,"management, company, cost, product, manager, investment, sale, decision, change, corporation, profit, project, executive, system, computer"
Topic_8,1967,ILR,"management, cost, change, system, develop, project, decision, investment, development, plan, organization, work, job, increase, company"
Topic_8,1972,Shared,"management, company, market, cost, product, price, year, sale, profit, work, employee, consumer, result, system, manager"
Topic_8,1972,COHA,"company, management, market, cost, product, year, price, sale, profit, work, employee, consumer, system, result, group"
Topic_8,1972,HBR,"company, management, product, market, sale, cost, profit, price, manager, marketing, consumer, corporation, control, advertising, year"
Topic_8,1972,ILR,"management, market, cost, company, year, product, price, work, employee, result, system, group, job, sale, change"
Topic_8,1977,Shared,"company, manager, product, market, cost, management, price, sale, change, strategy, corporate, profit, investment, capital, executive"
Topic_8,1977,COHA,"company, manager, product, market, cost, management, price, sale, change, strategy, corporate, profit, investment, capital, executive"
Topic_8,1977,HBR,"company, manager, product, market, cost, sale, management, corporate, price, profit, strategy, investment, marketing, change, corporation"
Topic_8,1977,ILR,"company, product, manager, market, cost, change, management, price, strategy, system, develop, investment, capital, sale, process"
Topic_8,1982,Shared,"strategy, company, manager, product, technology, management, computer, cost, customer, process, market, corporate, organizational, japanese, performance"
Topic_8,1982,COHA,"strategy, company, manager, product, technology, management, computer, cost, customer, market, process, corporate, japanese, performance, marketing"
Topic_8,1982,HBR,"company, manager, strategy, product, management, technology, cost, customer, computer, market, process, corporate, marketing, competitive, inventory"
Topic_8,1982,ILR,"strategy, company, technology, manager, product, management, cost, market, process, computer, system, customer, organization, performance, financial"
Topic_8,1987,Shared,"company, manager, market, product, management, cost, performance, people, marketing, information, change, technology, corporate, process, project"
